Ticker,Category
SEPU,STOCK
RAC,NYSE
RAC,STOCK
ST,NYSE
ST,STOCK
TCPB,NYSE
TCPB,STOCK
NNI,NYSE
NNI,STOCK
VNT,NYSE
VNT,STOCK
XYL,NYSE
XYL,STOCK
PL,NYSE
PL,STOCK
TACN,NYSE
TACN,STOCK
THO,NYSE
THO,STOCK
PCHI,NYSE
PCHI,STOCK
TAXM,NYSE
TAXM,STOCK
QUIZ,NYSE
QUIZ,STOCK
NEU,NYSE
NEU,STOCK
WKC,NYSE
WKC,STOCK
SPRU,NYSE
SPRU,STOCK
NREF_A,NYSE
NREF_A,STOCK
RSSE,NYSE
RSSE,STOCK
MNRS,NYSE
MNRS,STOCK
TDEC,NYSE
TDEC,STOCK
VVV,NYSE
VVV,STOCK
RYAN,NYSE
RYAN,STOCK
SGVT,NYSE
SGVT,STOCK
WRBY,NYSE
WRBY,STOCK
VIRT,NYSE
VIRT,STOCK
UPS,NYSE
UPS,STOCK
VTEX,NYSE
VTEX,STOCK
TUSB,NYSE
TUSB,STOCK
MTX,NYSE
MTX,STOCK
NAUG,NYSE
NAUG,STOCK
PHYS,NYSE
PHYS,STOCK
TPC,NYSE
TPC,STOCK
ZSEP,NYSE
ZSEP,STOCK
PGP,NYSE
PGP,STOCK
NCZ_A,NYSE
NCZ_A,STOCK
PKE,NYSE
PKE,STOCK
PL-WS,NYSE
PL-WS,STOCK
SHG,NYSE
SHG,STOCK
RSMC,NYSE
RSMC,STOCK
SPNT_B,NYSE
SPNT_B,STOCK
MXE,NYSE
MXE,STOCK
TOPC,NYSE
TOPC,STOCK
TSIC,NYSE
TSIC,STOCK
TTI,NYSE
TTI,STOCK
OSCR,NYSE
OSCR,STOCK
TGNA,NYSE
TGNA,STOCK
TBXU,NYSE
TBXU,STOCK
MKTN,NYSE
MKTN,STOCK
VEL,NYSE
VEL,STOCK
WPC,NYSE
WPC,STOCK
OPTU,NYSE
OPTU,STOCK
VLO,NYSE
VLO,STOCK
ORC,NYSE
ORC,STOCK
VNO_N,NYSE
VNO_N,STOCK
SMP,NYSE
SMP,STOCK
TRTN_A,NYSE
TRTN_A,STOCK
PSA_S,NYSE
PSA_S,STOCK
RGA,NYSE
RGA,STOCK
NET,NYSE
NET,STOCK
TGT,NYSE
TGT,STOCK
TJAN,NYSE
TJAN,STOCK
TOAK,NYSE
TOAK,STOCK
RWT_A,NYSE
RWT_A,STOCK
SKE,NYSE
SKE,STOCK
PKX,NYSE
PKX,STOCK
NXDT,NYSE
NXDT,STOCK
UGI,NYSE
UGI,STOCK
NKX,NYSE
NKX,STOCK
PDPA,NYSE
PDPA,STOCK
SPMC,NYSE
SPMC,STOCK
SQM,NYSE
SQM,STOCK
STXI,NYSE
STXI,STOCK
VGRO,NYSE
VGRO,STOCK
OCTM,NYSE
OCTM,STOCK
STT,NYSE
STT,STOCK
TRSY,NYSE
TRSY,STOCK
REVG,NYSE
REVG,STOCK
SXT,NYSE
SXT,STOCK
TFSA,NYSE
TFSA,STOCK
SIG,NYSE
SIG,STOCK
SPH,NYSE
SPH,STOCK
SAPH,NYSE
SAPH,STOCK
PCFI,NYSE
PCFI,STOCK
VTOL,NYSE
VTOL,STOCK
REKT,NYSE
REKT,STOCK
PUSH,NYSE
PUSH,STOCK
SOJC,NYSE
SOJC,STOCK
TSM,NYSE
TSM,STOCK
WDS,NYSE
WDS,STOCK
STG,NYSE
STG,STOCK
SJT,NYSE
SJT,STOCK
SSB,NYSE
SSB,STOCK
MMU,NYSE
MMU,STOCK
PWR,NYSE
PWR,STOCK
USPH,NYSE
USPH,STOCK
WFC_Y,NYSE
WFC_Y,STOCK
TSCV,NYSE
TSCV,STOCK
RDYY,NYSE
RDYY,STOCK
SRE,NYSE
SRE,STOCK
PSA_G,NYSE
PSA_G,STOCK
MPLX,NYSE
MPLX,STOCK
ZJUL,NYSE
ZJUL,STOCK
TPZ,NYSE
TPZ,STOCK
TMVE,NYSE
TMVE,STOCK
SPG,NYSE
SPG,STOCK
PSA_R,NYSE
PSA_R,STOCK
NSA,NYSE
NSA,STOCK
WTIB,NYSE
WTIB,STOCK
RCTR,NYSE
RCTR,STOCK
TNK,NYSE
TNK,STOCK
MOD,NYSE
MOD,STOCK
OIA,NYSE
OIA,STOCK
TOT,NYSE
TOT,STOCK
QVCD,NYSE
QVCD,STOCK
RTO,NYSE
RTO,STOCK
MITT_A,NYSE
MITT_A,STOCK
VMO,NYSE
VMO,STOCK
RESM,NYSE
RESM,STOCK
UTZ,NYSE
UTZ,STOCK
SSD,NYSE
SSD,STOCK
PNI,NYSE
PNI,STOCK
NTR,NYSE
NTR,STOCK
PAYC,NYSE
PAYC,STOCK
TWI,NYSE
TWI,STOCK
UNH,NYSE
UNH,STOCK
TFII,NYSE
TFII,STOCK
SGRW,NYSE
SGRW,STOCK
TALV,NYSE
TALV,STOCK
QBF,NYSE
QBF,STOCK
PAGS,NYSE
PAGS,STOCK
VGM,NYSE
VGM,STOCK
SE,NYSE
SE,STOCK
QSR,NYSE
QSR,STOCK
ZCBB,NYSE
ZCBB,STOCK
WLK,NYSE
WLK,STOCK
XLII,NYSE
XLII,STOCK
TOV,NYSE
TOV,STOCK
WBI,NYSE
WBI,STOCK
STC,NYSE
STC,STOCK
WBS_F,NYSE
WBS_F,STOCK
TAP-A,NYSE
TAP-A,STOCK
WLYB,NYSE
WLYB,STOCK
OOSP,NYSE
OOSP,STOCK
ZWS,NYSE
ZWS,STOCK
UA,NYSE
UA,STOCK
QFHD,NYSE
QFHD,STOCK
MWA,NYSE
MWA,STOCK
PSQH,NYSE
PSQH,STOCK
UTF,NYSE
UTF,STOCK
REX,NYSE
REX,STOCK
WS,NYSE
WS,STOCK
NBGX,NYSE
NBGX,STOCK
PSA_J,NYSE
PSA_J,STOCK
RITM_C,NYSE
RITM_C,STOCK
OAK_B,NYSE
OAK_B,STOCK
NFEB,NYSE
NFEB,STOCK
RIG,NYSE
RIG,STOCK
WCC,NYSE
WCC,STOCK
PRXG,NYSE
PRXG,STOCK
TBLU,NYSE
TBLU,STOCK
SKLZ,NYSE
SKLZ,STOCK
VLT,NYSE
VLT,STOCK
YBIT,NYSE
YBIT,STOCK
NRT,NYSE
NRT,STOCK
SWX,NYSE
SWX,STOCK
WOR,NYSE
WOR,STOCK
PDM,NYSE
PDM,STOCK
NVT,NYSE
NVT,STOCK
QUAD,NYSE
QUAD,STOCK
TLTP,NYSE
TLTP,STOCK
QXO,NYSE
QXO,STOCK
PRG,NYSE
PRG,STOCK
SOUL-U,NYSE
SOUL-U,STOCK
VOC,NYSE
VOC,STOCK
SBXD-WS,NYSE
SBXD-WS,STOCK
PYT,NYSE
PYT,STOCK
PR,NYSE
PR,STOCK
USB_A,NYSE
USB_A,STOCK
RPM,NYSE
RPM,STOCK
MIY,NYSE
MIY,STOCK
PSEC_A,NYSE
PSEC_A,STOCK
SLB,NYSE
SLB,STOCK
SCCO,NYSE
SCCO,STOCK
NGG,NYSE
NGG,STOCK
T_A,NYSE
T_A,STOCK
UHAL,NYSE
UHAL,STOCK
PRIM,NYSE
PRIM,STOCK
TSXU,NYSE
TSXU,STOCK
THR,NYSE
THR,STOCK
MUSA,NYSE
MUSA,STOCK
NXJ,NYSE
NXJ,STOCK
MMD,NYSE
MMD,STOCK
NRG,NYSE
NRG,STOCK
PMM,NYSE
PMM,STOCK
SYF,NYSE
SYF,STOCK
OGE,NYSE
OGE,STOCK
MS_L,NYSE
MS_L,STOCK
PDCC,NYSE
PDCC,STOCK
NYT,NYSE
NYT,STOCK
MMT,NYSE
MMT,STOCK
PCEM,NYSE
PCEM,STOCK
SON,NYSE
SON,STOCK
TGE,NYSE
TGE,STOCK
VTS,NYSE
VTS,STOCK
RMOP,NYSE
RMOP,STOCK
SMLL,NYSE
SMLL,STOCK
PVH,NYSE
PVH,STOCK
ZEPP,NYSE
ZEPP,STOCK
NGVT,NYSE
NGVT,STOCK
TSXD,NYSE
TSXD,STOCK
PX,NYSE
PX,STOCK
NXP,NYSE
NXP,STOCK
OASC,NYSE
OASC,STOCK
TSEP,NYSE
TSEP,STOCK
RF_F,NYSE
RF_F,STOCK
PRCS,NYSE
PRCS,STOCK
VAL-WS,NYSE
VAL-WS,STOCK
STEL,NYSE
STEL,STOCK
UNM,NYSE
UNM,STOCK
SAY,NYSE
SAY,STOCK
TIPC,NYSE
TIPC,STOCK
POR,NYSE
POR,STOCK
XOM,NYSE
XOM,STOCK
MHN,NYSE
MHN,STOCK
TRTN_C,NYSE
TRTN_C,STOCK
TRU,NYSE
TRU,STOCK
MUE,NYSE
MUE,STOCK
PBNV,NYSE
PBNV,STOCK
PII,NYSE
PII,STOCK
MPW,NYSE
MPW,STOCK
NDMO,NYSE
NDMO,STOCK
PNC,NYSE
PNC,STOCK
SMBK,NYSE
SMBK,STOCK
NMCO,NYSE
NMCO,STOCK
PBDE,NYSE
PBDE,STOCK
RSMR,NYSE
RSMR,STOCK
VMI,NYSE
VMI,STOCK
STE,NYSE
STE,STOCK
SNOW,NYSE
SNOW,STOCK
USNG,NYSE
USNG,STOCK
PFO,NYSE
PFO,STOCK
NJR,NYSE
NJR,STOCK
UI,NYSE
UI,STOCK
MG,NYSE
MG,STOCK
TRTN_B,NYSE
TRTN_B,STOCK
MHY,NYSE
MHY,STOCK
MTRN,NYSE
MTRN,STOCK
SHAK,NYSE
SHAK,STOCK
WTS,NYSE
WTS,STOCK
RRC,NYSE
RRC,STOCK
WY,NYSE
WY,STOCK
SCDV,NYSE
SCDV,STOCK
PRKS,NYSE
PRKS,STOCK
STK,NYSE
STK,STOCK
MPV,NYSE
MPV,STOCK
VVR,NYSE
VVR,STOCK
TTAM,NYSE
TTAM,STOCK
R,NYSE
R,STOCK
SMAP,NYSE
SMAP,STOCK
SBAR,NYSE
SBAR,STOCK
QCOC,NYSE
QCOC,STOCK
OIS,NYSE
OIS,STOCK
NBR,NYSE
NBR,STOCK
MS_F,NYSE
MS_F,STOCK
UE,NYSE
UE,STOCK
TCAI,NYSE
TCAI,STOCK
OVV,NYSE
OVV,STOCK
SIXZ,NYSE
SIXZ,STOCK
ZETA,NYSE
ZETA,STOCK
SOXY,NYSE
SOXY,STOCK
TDW,NYSE
TDW,STOCK
PPT,NYSE
PPT,STOCK
TEL,NYSE
TEL,STOCK
MFA_C,NYSE
MFA_C,STOCK
SCHW,NYSE
SCHW,STOCK
RDN,NYSE
RDN,STOCK
NEE_T,NYSE
NEE_T,STOCK
VIPS,NYSE
VIPS,STOCK
WSO,NYSE
WSO,STOCK
PAXS,NYSE
PAXS,STOCK
PJT,NYSE
PJT,STOCK
MTW,NYSE
MTW,STOCK
RIO,NYSE
RIO,STOCK
SR,NYSE
SR,STOCK
WSR,NYSE
WSR,STOCK
TSI,NYSE
TSI,STOCK
XPO,NYSE
XPO,STOCK
REZI,NYSE
REZI,STOCK
XPER,NYSE
XPER,STOCK
THRO,NYSE
THRO,STOCK
PRU,NYSE
PRU,STOCK
SNTH,NYSE
SNTH,STOCK
TMH,NYSE
TMH,STOCK
PSO,NYSE
PSO,STOCK
UAA,NYSE
UAA,STOCK
RDW,NYSE
RDW,STOCK
WWW,NYSE
WWW,STOCK
ORI,NYSE
ORI,STOCK
PRT,NYSE
PRT,STOCK
SSL,NYSE
SSL,STOCK
NREF,NYSE
NREF,STOCK
PMT_C,NYSE
PMT_C,STOCK
MSA,NYSE
MSA,STOCK
SAFE,NYSE
SAFE,STOCK
SVV,NYSE
SVV,STOCK
PSTL,NYSE
PSTL,STOCK
SHO_I,NYSE
SHO_I,STOCK
NOTE-WS,NYSE
NOTE-WS,STOCK
MMS,NYSE
MMS,STOCK
PCG,NYSE
PCG,STOCK
TYG,NYSE
TYG,STOCK
PDT,NYSE
PDT,STOCK
RWT,NYSE
RWT,STOCK
SOJD,NYSE
SOJD,STOCK
SITC,NYSE
SITC,STOCK
SNN,NYSE
SNN,STOCK
TPH,NYSE
TPH,STOCK
SB,NYSE
SB,STOCK
SMHI,NYSE
SMHI,STOCK
NXUS,NYSE
NXUS,STOCK
TNGY,NYSE
TNGY,STOCK
PBF,NYSE
PBF,STOCK
SYSB,NYSE
SYSB,STOCK
USB_P,NYSE
USB_P,STOCK
MHO,NYSE
MHO,STOCK
TRTN_D,NYSE
TRTN_D,STOCK
RBLX,NYSE
RBLX,STOCK
TWO_B,NYSE
TWO_B,STOCK
MSD,NYSE
MSD,STOCK
VATE,NYSE
VATE,STOCK
OPP,NYSE
OPP,STOCK
MSTU,NYSE
MSTU,STOCK
STN,NYSE
STN,STOCK
ZIP,NYSE
ZIP,STOCK
MHK,NYSE
MHK,STOCK
NOG,NYSE
NOG,STOCK
THNR,NYSE
THNR,STOCK
UMC,NYSE
UMC,STOCK
TFC,NYSE
TFC,STOCK
WELL,NYSE
WELL,STOCK
RTRE,NYSE
RTRE,STOCK
STT_G,NYSE
STT_G,STOCK
T,NYSE
T,STOCK
VEEV,NYSE
VEEV,STOCK
NIO,NYSE
NIO,STOCK
RMCA,NYSE
RMCA,STOCK
UBER,NYSE
UBER,STOCK
SECR,NYSE
SECR,STOCK
NLY_F,NYSE
NLY_F,STOCK
MSM,NYSE
MSM,STOCK
MS_K,NYSE
MS_K,STOCK
RHLD,NYSE
RHLD,STOCK
UHAL-B,NYSE
UHAL-B,STOCK
TEVA,NYSE
TEVA,STOCK
TWOX,NYSE
TWOX,STOCK
SHEH,NYSE
SHEH,STOCK
RITM_D,NYSE
RITM_D,STOCK
PMFB,NYSE
PMFB,STOCK
VLLU,NYSE
VLLU,STOCK
NMM,NYSE
NMM,STOCK
VAL,NYSE
VAL,STOCK
TRN,NYSE
TRN,STOCK
WSM,NYSE
WSM,STOCK
MRSH,NYSE
MRSH,STOCK
SLG_I,NYSE
SLG_I,STOCK
TIPD,NYSE
TIPD,STOCK
TDG,NYSE
TDG,STOCK
VSTS,NYSE
VSTS,STOCK
WAT,NYSE
WAT,STOCK
MKL,NYSE
MKL,STOCK
PAM,NYSE
PAM,STOCK
PDX,NYSE
PDX,STOCK
PGRI,NYSE
PGRI,STOCK
NXE,NYSE
NXE,STOCK
YFFI,NYSE
YFFI,STOCK
RSG,NYSE
RSG,STOCK
NVDB,NYSE
NVDB,STOCK
PCF,NYSE
PCF,STOCK
SEPI,NYSE
SEPI,STOCK
NSCI,NYSE
NSCI,STOCK
VBF,NYSE
VBF,STOCK
PGZ,NYSE
PGZ,STOCK
WFC,NYSE
WFC,STOCK
RAMP,NYSE
RAMP,STOCK
SMOX,NYSE
SMOX,STOCK
RGEF,NYSE
RGEF,STOCK
MYE,NYSE
MYE,STOCK
STNG,NYSE
STNG,STOCK
THS,NYSE
THS,STOCK
VYLD,NYSE
VYLD,STOCK
PRVS,NYSE
PRVS,STOCK
TNC,NYSE
TNC,STOCK
RYAM,NYSE
RYAM,STOCK
RDDT,NYSE
RDDT,STOCK
SILA,NYSE
SILA,STOCK
PGR,NYSE
PGR,STOCK
VKQ,NYSE
VKQ,STOCK
TWN,NYSE
TWN,STOCK
WTID,NYSE
WTID,STOCK
SNV,NYSE
SNV,STOCK
NZF,NYSE
NZF,STOCK
TME,NYSE
TME,STOCK
SLVM,NYSE
SLVM,STOCK
NBXG,NYSE
NBXG,STOCK
TEN_F,NYSE
TEN_F,STOCK
VEXC,NYSE
VEXC,STOCK
OKLO,NYSE
OKLO,STOCK
TREX,NYSE
TREX,STOCK
RIOX,NYSE
RIOX,STOCK
UMH,NYSE
UMH,STOCK
MTB_J,NYSE
MTB_J,STOCK
OPFI-WS,NYSE
OPFI-WS,STOCK
NCLO,NYSE
NCLO,STOCK
PBJL,NYSE
PBJL,STOCK
VTP,NYSE
VTP,STOCK
ZH,NYSE
ZH,STOCK
PCR,NYSE
PCR,STOCK
OHI,NYSE
OHI,STOCK
MMM,NYSE
MMM,STOCK
U,NYSE
U,STOCK
NGVC,NYSE
NGVC,STOCK
NABL,NYSE
NABL,STOCK
WFC_L,NYSE
WFC_L,STOCK
SDRL,NYSE
SDRL,STOCK
MOV,NYSE
MOV,STOCK
RBA,NYSE
RBA,STOCK
TLK,NYSE
TLK,STOCK
NOVM,NYSE
NOVM,STOCK
SCI,NYSE
SCI,STOCK
NEA,NYSE
NEA,STOCK
SNAP,NYSE
SNAP,STOCK
PHG,NYSE
PHG,STOCK
TCV,NYSE
TCV,STOCK
OPP_A,NYSE
OPP_A,STOCK
SPE_C,NYSE
SPE_C,STOCK
PB,NYSE
PB,STOCK
PFE,NYSE
PFE,STOCK
NUS,NYSE
NUS,STOCK
SPGI,NYSE
SPGI,STOCK
XYZ,NYSE
XYZ,STOCK
MUC,NYSE
MUC,STOCK
PBOC,NYSE
PBOC,STOCK
TGLS,NYSE
TGLS,STOCK
USB_Q,NYSE
USB_Q,STOCK
PATH,NYSE
PATH,STOCK
NHYB,NYSE
NHYB,STOCK
TISI,NYSE
TISI,STOCK
SBIL,NYSE
SBIL,STOCK
XFLT,NYSE
XFLT,STOCK
OCTB,NYSE
OCTB,STOCK
URSP,NYSE
URSP,STOCK
NVBU,NYSE
NVBU,STOCK
UNF,NYSE
UNF,STOCK
PCN,NYSE
PCN,STOCK
RQI,NYSE
RQI,STOCK
TALO,NYSE
TALO,STOCK
SF_C,NYSE
SF_C,STOCK
MFA_B,NYSE
MFA_B,STOCK
NNOV,NYSE
NNOV,STOCK
MPL,NYSE
MPL,STOCK
NI,NYSE
NI,STOCK
MLPD,NYSE
MLPD,STOCK
WMS,NYSE
WMS,STOCK
SAP,NYSE
SAP,STOCK
TTE,NYSE
TTE,STOCK
WTIU,NYSE
WTIU,STOCK
TY_,NYSE
TY_,STOCK
PCI,NYSE
PCI,STOCK
NAT,NYSE
NAT,STOCK
SAH,NYSE
SAH,STOCK
MSB,NYSE
MSB,STOCK
RCL,NYSE
RCL,STOCK
PBT,NYSE
PBT,STOCK
MFM,NYSE
MFM,STOCK
QTPI,NYSE
QTPI,STOCK
ZDEK,NYSE
ZDEK,STOCK
RBUF,NYSE
RBUF,STOCK
PK,NYSE
PK,STOCK
VSH,NYSE
VSH,STOCK
TM,NYSE
TM,STOCK
MUFG,NYSE
MUFG,STOCK
SMAX,NYSE
SMAX,STOCK
ZKH,NYSE
ZKH,STOCK
WEEL,NYSE
WEEL,STOCK
PPL,NYSE
PPL,STOCK
RS,NYSE
RS,STOCK
RH,NYSE
RH,STOCK
XOEF,NYSE
XOEF,STOCK
SB_D,NYSE
SB_D,STOCK
NCZ,NYSE
NCZ,STOCK
SSK,NYSE
SSK,STOCK
MKC,NYSE
MKC,STOCK
PUK,NYSE
PUK,STOCK
RONB,NYSE
RONB,STOCK
MOH,NYSE
MOH,STOCK
XZO,NYSE
XZO,STOCK
NRDY,NYSE
NRDY,STOCK
OXY-WS,NYSE
OXY-WS,STOCK
QBUL,NYSE
QBUL,STOCK
TXT,NYSE
TXT,STOCK
UHS,NYSE
UHS,STOCK
SAT,NYSE
SAT,STOCK
USB_R,NYSE
USB_R,STOCK
PSA_L,NYSE
PSA_L,STOCK
QDVO,NYSE
QDVO,STOCK
PFD,NYSE
PFD,STOCK
SPB,NYSE
SPB,STOCK
STM,NYSE
STM,STOCK
NJNK,NYSE
NJNK,STOCK
MGM,NYSE
MGM,STOCK
TEO,NYSE
TEO,STOCK
RMM,NYSE
RMM,STOCK
RW,NYSE
RW,STOCK
TAK,NYSE
TAK,STOCK
MPC,NYSE
MPC,STOCK
SES-WS,NYSE
SES-WS,STOCK
NXC,NYSE
NXC,STOCK
OC,NYSE
OC,STOCK
RVT,NYSE
RVT,STOCK
XLCI,NYSE
XLCI,STOCK
MGF,NYSE
MGF,STOCK
RA,NYSE
RA,STOCK
SBS,NYSE
SBS,STOCK
STZ,NYSE
STZ,STOCK
SHCO,NYSE
SHCO,STOCK
SEPM,NYSE
SEPM,STOCK
SHO,NYSE
SHO,STOCK
MX,NYSE
MX,STOCK
PEB_G,NYSE
PEB_G,STOCK
TPVG,NYSE
TPVG,STOCK
SYF_A,NYSE
SYF_A,STOCK
TIPB,NYSE
TIPB,STOCK
WEAV,NYSE
WEAV,STOCK
MSC,NYSE
MSC,STOCK
URAA,NYSE
URAA,STOCK
UVV,NYSE
UVV,STOCK
TELFY,NYSE
TELFY,STOCK
XPOF,NYSE
XPOF,STOCK
TLYS,NYSE
TLYS,STOCK
WGO,NYSE
WGO,STOCK
RCB,NYSE
RCB,STOCK
MP,NYSE
MP,STOCK
TDOC,NYSE
TDOC,STOCK
NCLH,NYSE
NCLH,STOCK
TDY,NYSE
TDY,STOCK
PLD,NYSE
PLD,STOCK
WEX,NYSE
WEX,STOCK
MTUS,NYSE
MTUS,STOCK
TUYA,NYSE
TUYA,STOCK
NPB,NYSE
NPB,STOCK
THC,NYSE
THC,STOCK
PVEX,NYSE
PVEX,STOCK
RC_E,NYSE
RC_E,STOCK
OAKG,NYSE
OAKG,STOCK
NGL,NYSE
NGL,STOCK
SLQT,NYSE
SLQT,STOCK
ONEZ,NYSE
ONEZ,STOCK
XYF,NYSE
XYF,STOCK
SNA,NYSE
SNA,STOCK
ZNOV,NYSE
ZNOV,STOCK
PRGO,NYSE
PRGO,STOCK
SF,NYSE
SF,STOCK
PSFE,NYSE
PSFE,STOCK
WDI,NYSE
WDI,STOCK
MTB,NYSE
MTB,STOCK
SPOT,NYSE
SPOT,STOCK
PUMP,NYSE
PUMP,STOCK
NXN,NYSE
NXN,STOCK
SOLV,NYSE
SOLV,STOCK
ZCBG,NYSE
ZCBG,STOCK
TTC,NYSE
TTC,STOCK
RNTY,NYSE
RNTY,STOCK
MUNB,NYSE
MUNB,STOCK
NPKI,NYSE
NPKI,STOCK
STEW,NYSE
STEW,STOCK
RSSL,NYSE
RSSL,STOCK
SFB,NYSE
SFB,STOCK
WDTE,NYSE
WDTE,STOCK
NTST,NYSE
NTST,STOCK
PFL,NYSE
PFL,STOCK
SPBW,NYSE
SPBW,STOCK
SEPP,NYSE
SEPP,STOCK
PBH,NYSE
PBH,STOCK
SIXD,NYSE
SIXD,STOCK
SSTK,NYSE
SSTK,STOCK
SLON,NYSE
SLON,STOCK
TKO,NYSE
TKO,STOCK
STWD,NYSE
STWD,STOCK
WILD,NYSE
WILD,STOCK
PQNT,NYSE
PQNT,STOCK
SREA,NYSE
SREA,STOCK
RWTO,NYSE
RWTO,STOCK
ZTO,NYSE
ZTO,STOCK
BRSL,NYSE
BRSL,STOCK
CPSA,NYSE
CPSA,STOCK
FLG,NYSE
FLG,STOCK
JULU,NYSE
JULU,STOCK
AAM,NYSE
AAM,STOCK
JFLX,NYSE
JFLX,STOCK
CDE,NYSE
CDE,STOCK
CFG_E,NYSE
CFG_E,STOCK
DIAX,NYSE
DIAX,STOCK
EPC,NYSE
EPC,STOCK
MAIN,NYSE
MAIN,STOCK
IRS-WS,NYSE
IRS-WS,STOCK
MET_E,NYSE
MET_E,STOCK
CYH,NYSE
CYH,STOCK
AMTB,NYSE
AMTB,STOCK
AVAL,NYSE
AVAL,STOCK
DRAI,NYSE
DRAI,STOCK
GSOL,NYSE
GSOL,STOCK
JHI,NYSE
JHI,STOCK
LSPD,NYSE
LSPD,STOCK
FRT,NYSE
FRT,STOCK
GCTS-WS,NYSE
GCTS-WS,STOCK
CSNR,NYSE
CSNR,STOCK
DLNG_A,NYSE
DLNG_A,STOCK
EQBK,NYSE
EQBK,STOCK
APTV,NYSE
APTV,STOCK
CEPU,NYSE
CEPU,STOCK
BCSF,NYSE
BCSF,STOCK
DOCN,NYSE
DOCN,STOCK
ITOL,NYSE
ITOL,STOCK
BML_L,NYSE
BML_L,STOCK
APO_A,NYSE
APO_A,STOCK
HEQ,NYSE
HEQ,STOCK
ITUB,NYSE
ITUB,STOCK
GE,NYSE
GE,STOCK
FPH,NYSE
FPH,STOCK
EDN,NYSE
EDN,STOCK
GXPC,NYSE
GXPC,STOCK
INVN,NYSE
INVN,STOCK
BRIE,NYSE
BRIE,STOCK
GRBK_A,NYSE
GRBK_A,STOCK
DAVA,NYSE
DAVA,STOCK
IYRI,NYSE
IYRI,STOCK
LDRT,NYSE
LDRT,STOCK
DXIV,NYSE
DXIV,STOCK
JETD,NYSE
JETD,STOCK
EE,NYSE
EE,STOCK
EG,NYSE
EG,STOCK
AFGD,NYSE
AFGD,STOCK
F_D,NYSE
F_D,STOCK
BLUI,NYSE
BLUI,STOCK
GJT,NYSE
GJT,STOCK
CRI,NYSE
CRI,STOCK
BNJ,NYSE
BNJ,STOCK
GNL_D,NYSE
GNL_D,STOCK
BMA,NYSE
BMA,STOCK
FTI,NYSE
FTI,STOCK
MCN,NYSE
MCN,STOCK
ECC,NYSE
ECC,STOCK
ASGN,NYSE
ASGN,STOCK
DDD,NYSE
DDD,STOCK
BKFI,NYSE
BKFI,STOCK
BCGD,NYSE
BCGD,STOCK
FMCE,NYSE
FMCE,STOCK
BGSF,NYSE
BGSF,STOCK
ABBV,NYSE
ABBV,STOCK
GXIG,NYSE
GXIG,STOCK
KEX,NYSE
KEX,STOCK
DECK,NYSE
DECK,STOCK
ATR,NYSE
ATR,STOCK
ITDJ,NYSE
ITDJ,STOCK
GJR,NYSE
GJR,STOCK
CERY,NYSE
CERY,STOCK
GFL,NYSE
GFL,STOCK
MEG,NYSE
MEG,STOCK
CBRE,NYSE
CBRE,STOCK
AWI,NYSE
AWI,STOCK
CRBG,NYSE
CRBG,STOCK
BIPC,NYSE
BIPC,STOCK
ARX,NYSE
ARX,STOCK
MCS,NYSE
MCS,STOCK
CLOC,NYSE
CLOC,STOCK
FDP,NYSE
FDP,STOCK
GLW,NYSE
GLW,STOCK
BYD,NYSE
BYD,STOCK
JOF,NYSE
JOF,STOCK
ESS,NYSE
ESS,STOCK
FNV,NYSE
FNV,STOCK
KFRC,NYSE
KFRC,STOCK
AEFC,NYSE
AEFC,STOCK
BML_H,NYSE
BML_H,STOCK
GLOP_A,NYSE
GLOP_A,STOCK
GNE,NYSE
GNE,STOCK
CIO,NYSE
CIO,STOCK
BWNB,NYSE
BWNB,STOCK
BKD,NYSE
BKD,STOCK
LTTI,NYSE
LTTI,STOCK
BETA,NYSE
BETA,STOCK
EGY,NYSE
EGY,STOCK
GENW,NYSE
GENW,STOCK
DFIN,NYSE
DFIN,STOCK
EBUF,NYSE
EBUF,STOCK
IIM,NYSE
IIM,STOCK
GTLS,NYSE
GTLS,STOCK
FINS,NYSE
FINS,STOCK
MATV,NYSE
MATV,STOCK
LAR,NYSE
LAR,STOCK
EMBJ,NYSE
EMBJ,STOCK
LQTI,NYSE
LQTI,STOCK
CB,NYSE
CB,STOCK
APRB,NYSE
APRB,STOCK
CTRA,NYSE
CTRA,STOCK
GENM,NYSE
GENM,STOCK
JPM_D,NYSE
JPM_D,STOCK
CNMD,NYSE
CNMD,STOCK
MATX,NYSE
MATX,STOCK
DD,NYSE
DD,STOCK
ALLE,NYSE
ALLE,STOCK
IQI,NYSE
IQI,STOCK
CFR_B,NYSE
CFR_B,STOCK
ATH_B,NYSE
ATH_B,STOCK
EMA,NYSE
EMA,STOCK
ESNT,NYSE
ESNT,STOCK
ALG,NYSE
ALG,STOCK
HPF,NYSE
HPF,STOCK
BRCC,NYSE
BRCC,STOCK
ENJ,NYSE
ENJ,STOCK
ASMF,NYSE
ASMF,STOCK
BAC_N,NYSE
BAC_N,STOCK
ETHW,NYSE
ETHW,STOCK
EOS,NYSE
EOS,STOCK
MDT,NYSE
MDT,STOCK
GRC,NYSE
GRC,STOCK
CHPT,NYSE
CHPT,STOCK
CAIE,NYSE
CAIE,STOCK
LNN,NYSE
LNN,STOCK
CGGG,NYSE
CGGG,STOCK
CMBT,NYSE
CMBT,STOCK
GRMN,NYSE
GRMN,STOCK
BTCI,NYSE
BTCI,STOCK
GOOS,NYSE
GOOS,STOCK
